cliente_ID,desistencia,genero,idade_>=_65,tem_parceiro,tem_dependentes
4884-TVUQF,No,Female,1,No,No
4884-ZTHVF,No,Female,1,No,No
4890-VMUAV,No,Male,0,No,No
4891-NLUBA,No,Female,0,Yes,Yes
4892-VLANZ,Yes,Male,0,No,No
4893-GYUJU,No,Female,0,No,No
4895-TMWIR,Yes,Male,1,Yes,No
4896-CPRPF,No,Male,0,Yes,Yes
4897-QSUYC,Yes,Female,0,No,No
4900-MSOMT,No,Female,0,Yes,Yes
4902-OHLSK,Yes,Female,1,No,No
4903-CNOZC,No,Male,0,No,No
4903-UYAVB,Yes,Male,0,Yes,No
4905-JEFDW,Yes,Male,0,No,No
4906-ZHGPK,No,Male,0,Yes,Yes
4908-XAXAY,No,Female,1,No,No
4909-JOUPP,No,Male,1,Yes,No
4910-AQFFX,Yes,Male,0,Yes,Yes
4910-GMJOT,Yes,Female,0,No,No
4911-BANWH,Yes,Female,0,No,Yes
4912-PIGUY,No,Female,0,No,No
4913-EHYUI,Yes,Male,1,Yes,Yes
4915-BFSXL,No,Male,0,Yes,Yes
4918-FYJNT,No,Female,1,Yes,No
4918-QLLIW,Yes,Male,0,No,No
4919-IKATY,Yes,Male,0,Yes,Yes
4919-MOAVT,Yes,Male,0,No,Yes
4922-CVPDX,No,Female,0,Yes,No
4923-ADWXJ,No,Female,0,No,No
4925-LMHOK,Yes,Male,0,No,No
4926-UMJZD,No,Female,0,Yes,No
4927-WWOOZ,No,Male,0,Yes,No
4929-BSTRX,Yes,Female,0,No,No
4929-ROART,No,Male,0,No,No
4929-XIHVW,No,Male,1,Yes,No
4931-TRZWN,No,Female,0,No,No
4933-BSAIP,No,Female,0,Yes,No
4933-IKULF,No,Female,1,No,No
4936-YPJNK,No,Female,0,No,No
4937-QPZPO,No,Male,0,Yes,Yes
4939-KYYPY,No,Male,0,No,No
4940-KHCWD,No,Female,0,Yes,No
4942-VZZOM,No,Male,0,Yes,No
4945-RVMTE,No,Female,0,No,No
4946-EDSEW,Yes,Female,0,Yes,Yes
4946-VTTND,,Male,0,Yes,No
4947-DSMXK,No,Male,0,Yes,Yes
4948-WBBKL,No,Female,1,No,No
4950-BDEUX,No,Male,0,No,No
4950-HKQTE,No,Female,0,No,No
4951-UKAAQ,Yes,Female,0,No,No
4952-YSOGZ,Yes,Female,0,Yes,Yes
4955-VCWBI,No,Female,0,Yes,Yes
4957-SREEC,No,Male,0,Yes,Yes
4957-TIALW,No,Female,0,No,Yes
4957-TREIR,No,Male,0,No,No
4958-GZWIY,Yes,Male,0,Yes,Yes
4958-XCBDQ,Yes,Male,1,No,No
4959-JOSRX,Yes,Female,0,Yes,No
4962-CHQPW,No,Male,0,No,Yes
4967-WPNCF,No,Male,0,No,No
4971-PUYQO,Yes,Female,0,No,No
4973-MGTON,No,Female,0,Yes,No
4973-RLZVI,No,Female,0,No,No
4976-LNFVV,No,Male,1,Yes,No
4979-HPRFL,No,Male,0,Yes,Yes
4980-URKXC,No,Male,0,Yes,No
4981-FLTMF,No,Female,0,Yes,Yes
4983-CCWMC,No,Male,0,No,No
4983-CLMLV,No,Female,0,Yes,No
4986-MXSFP,No,Female,0,No,No
4987-GQWPO,No,Male,0,No,No
4988-BNLTU,,Male,0,No,No
4988-IQIGL,Yes,Male,1,No,No
4988-RZJHG,,Female,0,Yes,No
4989-LIXVT,No,Male,1,No,No
4990-ALDGW,No,Male,0,No,No
4992-LTJNE,No,Male,0,Yes,Yes
4993-JCRGJ,No,Male,0,No,No
4994-OBRSZ,No,Male,0,No,Yes
4998-IKFSE,No,Female,0,No,No
4999-IEZLT,No,Male,0,No,No
5002-GCQFH,No,Male,0,Yes,No
5003-OKNNK,No,Female,0,Yes,Yes
5003-XZWWO,No,Male,0,Yes,No
5006-MXVRN,No,Female,0,No,No
5010-IPEAQ,No,Female,0,Yes,Yes
5012-YSPJJ,No,Male,0,Yes,Yes
5013-SBUIH,Yes,Female,0,No,No
5014-GSOUQ,No,Male,0,No,No
5014-WUQMG,No,Male,0,Yes,Yes
5016-ETTFF,Yes,Male,0,No,No
5016-IBERQ,No,Male,0,Yes,No
5016-LIPDW,No,Male,0,Yes,Yes
5018-GWURO,No,Female,0,Yes,No
5018-HEKFO,No,Female,0,No,No
5018-LXQQG,No,Female,0,Yes,Yes
5019-GQVCR,No,Male,1,No,No
5020-ZSTTY,Yes,Female,1,No,No
5022-JNQEQ,No,Female,0,Yes,Yes
5022-KVDQT,No,Male,0,No,No
5025-GOOKI,No,Female,0,No,No
5027-QPKTE,Yes,Male,0,Yes,No
5027-XWQHA,Yes,Male,0,No,No
5027-YOCXN,No,Male,0,Yes,Yes
5028-GZLDO,Yes,Male,0,No,No
5028-HTLJB,Yes,Male,1,No,No
5032-MIYKT,No,Female,0,No,No
5032-USPKF,No,Female,0,No,No
5035-BVCXS,No,Male,0,No,No
5035-PGZXH,No,Female,0,No,No
5038-ETMLM,No,Female,0,Yes,No
5039-LZRQT,No,Female,0,No,No
5043-TRZWM,No,Female,0,No,No
5044-LRQAQ,No,Female,0,Yes,No
5044-XDPYX,No,Female,0,Yes,No
5046-NUHWD,No,Female,1,Yes,No
5047-LHVLY,Yes,Male,1,No,Yes
5049-GLYVG,Yes,Male,0,No,No
5049-MUBWG,No,Male,0,No,No
5052-PNLOS,Yes,Male,0,No,No
5054-IEXZT,Yes,Male,0,No,Yes
5055-BRMNE,No,Female,0,Yes,Yes
5055-MGMGF,No,Female,0,Yes,No
5056-FIMPT,No,Female,0,No,Yes
5057-LCOUI,Yes,Female,0,No,No
5057-RKGLH,No,Female,0,Yes,Yes
5060-TQUQN,No,Male,0,Yes,Yes
5061-PBXFW,No,Female,0,Yes,Yes
5062-CJJKH,No,Male,0,Yes,Yes
5063-IUOKK,No,Male,0,No,No
5066-GFJMM,No,Female,0,Yes,No
5067-DGXLL,No,Male,0,No,No
5067-WJEUN,No,Male,0,Yes,Yes
5067-XJQFU,No,Male,1,Yes,Yes
5071-FBJFS,No,Female,0,Yes,Yes
5073-RZGBK,No,Female,0,Yes,Yes
5073-WXOYN,Yes,Female,0,No,No
5074-FBGHB,No,Male,0,No,No
5075-JSDKI,No,Female,0,No,No
5076-YVXCM,No,Male,0,No,No
5077-DXTCG,Yes,Female,0,No,No
5081-NWSUP,No,Female,0,No,No
5083-QPLHM,,Male,0,Yes,Yes
5084-OOVCJ,No,Female,0,Yes,Yes
5087-SUURX,Yes,Female,0,Yes,No
5088-QZLRL,No,Male,0,No,No
5089-IFSDP,Yes,Female,0,Yes,No
5090-EMGTC,No,Female,0,Yes,No
5091-HFAZW,No,Female,0,No,No
5092-STPKP,No,Female,0,No,No
5093-FEGLU,No,Female,0,Yes,No
5095-AESKG,Yes,Female,0,Yes,No
5095-ETBRJ,No,Female,0,Yes,No
5099-BAILX,Yes,Male,1,Yes,Yes
5103-MHMHY,Yes,Female,0,No,Yes
5108-ADXWO,Yes,Male,0,No,No
5110-CHOPY,No,Female,0,No,No
5115-GZDEL,No,Male,0,No,Yes
5115-SQAAU,No,Female,0,Yes,Yes
5117-IFGPS,No,Male,1,Yes,No
5117-ZSMHQ,No,Female,0,Yes,Yes
5118-MUEYH,No,Female,0,Yes,No
5119-KEPFY,No,Male,0,Yes,No
5119-NZPTV,No,Male,1,Yes,No
5120-ZBLAI,No,Female,0,Yes,No
5122-CYFXA,No,Female,0,No,No
5124-EOGYE,No,Male,0,No,No
5125-CNDSP,No,Male,0,No,Yes
5126-RCXYW,No,Male,0,Yes,Yes
5127-BZENZ,No,Female,0,Yes,Yes
5129-HHMZC,No,Female,0,Yes,No
5129-JLPIS,No,Male,0,No,No
5130-IEKQT,Yes,Male,1,No,No
5130-YPIRV,No,Female,0,Yes,No
5131-PONJI,No,Male,0,Yes,Yes
5133-POWUA,No,Male,0,No,No
5133-VRSAB,No,Male,0,No,No
5134-IKDAY,Yes,Female,0,Yes,Yes
5134-RCXTN,,Female,1,Yes,No
5135-GRQJV,No,Male,1,Yes,No
5135-RDDQL,No,Female,0,Yes,Yes
5136-GFPMB,No,Male,0,No,No
5136-KCKGI,Yes,Female,0,Yes,Yes
5136-RGMZO,No,Male,0,No,No
5138-WVKYJ,Yes,Male,0,No,No
5140-FOMCQ,No,Female,0,Yes,No
5141-ZUVBH,No,Female,0,No,Yes
5143-EGQFK,Yes,Female,1,No,No
5143-WMWOG,Yes,Male,0,No,No
5144-PQCDZ,No,Male,0,No,No
5144-TVGLP,No,Male,1,No,No
5146-CBVOE,No,Female,0,No,No
5146-YYFRZ,No,Male,0,No,No
5148-HKFIR,No,Female,0,No,No
5148-ORICT,No,Female,0,Yes,No
5149-CUZUJ,No,Male,0,Yes,Yes
5149-QYTTU,No,Female,0,Yes,Yes
5149-TGWDZ,No,Female,0,No,No
5150-ITWWB,No,Male,1,No,No
5150-LJNSR,No,Male,0,Yes,Yes
5151-HQRDG,No,Male,0,Yes,No
5153-LXKDT,No,Male,0,Yes,Yes
5153-RTHKF,No,Female,0,No,No
5154-VEKBL,Yes,Female,0,No,No
5155-AZQPB,No,Female,0,Yes,Yes
5156-UMKOW,No,Female,0,No,Yes
5158-RIVOP,No,Female,0,Yes,Yes
5159-YFPKQ,Yes,Female,0,No,No
5160-UXJED,No,Male,0,No,Yes
5161-UBZXI,No,Male,0,Yes,Yes
5161-XEUVX,No,Male,0,Yes,No
5167-GBFRE,Yes,Male,1,No,No
5167-ZFFMM,Yes,Male,0,No,No
5168-MQQCA,No,Female,0,Yes,No
5168-MSWXT,No,Male,0,Yes,Yes
5170-PTRKA,No,Female,0,Yes,Yes
5171-EPLKN,No,Male,0,No,No
5172-MIGPM,No,Male,0,No,No
5172-RKOCB,No,Male,0,Yes,No
5173-WXOQV,No,Male,0,Yes,No
5173-ZXXXL,No,Male,0,No,No
5174-ITUMV,No,Male,0,Yes,Yes
5174-RNGBH,Yes,Female,0,No,No
5175-AOBHI,Yes,Female,0,No,No
5175-WLYXL,No,Male,0,No,No
5176-LDKUH,No,Female,0,No,No
5176-LMJXE,No,Female,0,No,No
5176-OLSKT,No,Female,0,Yes,No
5177-RVZNU,No,Female,0,No,Yes
5178-LMXOP,Yes,Male,1,Yes,No
5180-UCIIQ,Yes,Male,1,Yes,Yes
5181-OABFK,No,Female,0,Yes,Yes
5183-KLYEM,No,Female,0,No,No
5183-SNMJQ,No,Male,0,No,No
5186-EJEGL,No,Male,0,No,No
5186-PEIZU,No,Female,0,No,No
5186-SAMNZ,Yes,Male,1,No,No
5188-HGMLP,No,Male,1,Yes,No
5192-EBGOV,Yes,Female,1,No,No
5193-QLVZB,No,Male,0,No,No
5195-KPUNQ,No,Female,1,No,No
5196-SGOAK,Yes,Female,0,No,No
5196-WPYOW,No,Male,0,Yes,Yes
5197-LQXXH,No,Female,0,Yes,No
5197-PYEPU,No,Female,0,Yes,Yes
5197-YPYBZ,No,Female,0,Yes,Yes
5198-EFNBM,No,Male,1,Yes,No
5198-HQAEN,No,Male,0,Yes,Yes
5199-FPUSP,No,Male,0,No,Yes
5201-CBWYG,No,Male,0,Yes,Yes
5201-FRKKS,No,Male,0,No,No
5201-USSQZ,No,Female,0,Yes,No
5202-IVJNU,Yes,Female,0,No,Yes
5203-XEHAX,No,Female,0,No,No
5204-HMGYF,No,Female,0,Yes,Yes
5204-QZXPU,Yes,Male,0,No,No
5206-HPJKM,No,Male,0,No,No
5206-XZZQI,No,Male,0,No,No
5206-YQKMK,,Female,0,No,No
5207-PLSTK,No,Male,0,Yes,Yes
5208-FVQKB,No,Male,0,Yes,No
5208-HFSBT,Yes,Female,0,No,No
5213-TWWJU,No,Male,0,No,No
5214-CHIWJ,No,Male,0,No,No
5214-NLTIT,No,Male,0,Yes,Yes
5215-LNLDJ,No,Female,0,Yes,Yes
5216-WASFJ,No,Female,1,Yes,No
5219-YIPTK,Yes,Female,0,Yes,No
5220-AGAAX,No,Male,0,Yes,Yes
5222-IMUKT,No,Male,0,No,No
5222-JCXZT,No,Male,0,No,No
5223-UZAVK,No,Male,0,No,No
5226-NOZFC,No,Male,0,No,No
5227-JSCFE,No,Male,1,Yes,No
5228-EXCET,Yes,Male,0,No,No
5229-DTFYB,No,Female,0,No,No
5229-PRWKT,Yes,Male,0,No,No
5231-FIQPA,No,Female,0,No,No
5232-NXPAY,No,Female,0,No,No
5233-AOZUF,No,Female,0,Yes,No
5233-GEEAX,Yes,Male,1,No,No
5235-XATIX,,Male,0,No,Yes
5236-PERKL,Yes,Female,0,No,No
5236-XMZJY,No,Female,0,No,No
5240-CAOYT,No,Female,0,No,No
5240-IJOQT,Yes,Male,1,No,No
5242-UOWHD,No,Male,0,Yes,Yes
5243-NIEIT,,Male,0,Yes,No
5243-SAOTC,No,Male,0,No,No
5244-IRFIH,Yes,Male,1,Yes,No
5245-VDBUR,No,Female,0,Yes,No
5248-KWLAR,No,Male,0,Yes,Yes
5248-RPYWW,No,Female,1,Yes,Yes
5248-YGIJN,No,Male,0,Yes,No
5249-QYHEX,No,Female,0,Yes,Yes
5256-SKJGO,No,Female,0,Yes,Yes
5260-UMPWX,No,Female,0,Yes,Yes
5261-QSHQM,Yes,Female,0,No,No
5264-IWHMU,,Male,0,No,No
5266-PFRQK,No,Male,0,Yes,Yes
5268-DSMNQ,No,Female,1,Yes,No
5269-NRGDP,No,Male,0,Yes,Yes
5271-DBYSJ,No,Male,1,No,No
5271-YNWVR,Yes,Male,0,Yes,Yes
5274-XHAKY,No,Female,0,Yes,Yes
5275-PMFUT,No,Male,0,Yes,Yes
5275-SQEIZ,Yes,Male,0,No,No
5276-KQWHG,Yes,Female,1,No,No
5277-ZLOOR,Yes,Female,1,No,No
5278-PNYOX,No,Female,0,No,No
5281-BUZGT,Yes,Male,1,No,No
5285-MVEHD,No,Female,0,Yes,No
5285-TWCNP,,Female,1,No,No
5286-YHCVC,No,Male,0,Yes,No
5287-QWLKY,Yes,Male,1,Yes,Yes
5288-AHOUP,No,Male,1,No,No
5293-WXJAK,Yes,Female,1,Yes,No
5294-CDGWY,Yes,Male,0,Yes,Yes
5294-DMSFH,No,Female,0,Yes,Yes
5294-IMHHT,No,Male,0,Yes,No
5295-PCJOO,Yes,Male,0,No,Yes
5296-BFCYD,No,Male,0,Yes,Yes
5296-PSYVW,No,Female,0,Yes,No
5297-MDOIR,No,Female,0,Yes,No
5298-GSTLM,No,Female,1,No,No
5299-RULOA,Yes,Female,0,Yes,Yes
5299-SJCZT,Yes,Male,0,No,No
5301-GAUUY,Yes,Male,0,No,No
5302-BDJNT,No,Male,0,No,No
5304-EFJLP,No,Male,1,Yes,No
5306-BVTKJ,No,Male,0,Yes,Yes
5307-DZCVC,Yes,Female,1,Yes,No
5307-UVGNB,No,Female,0,Yes,Yes
5309-TAIKL,No,Female,0,No,No
5310-NOOVA,No,Male,0,No,No
5311-IHLEI,No,Male,0,No,No
5312-IRCFR,No,Female,0,Yes,Yes
5312-TSZVC,No,Female,0,No,Yes
5312-UXESG,No,Female,0,No,No
5313-FPXWG,No,Male,0,No,No
5315-CKEQK,No,Male,1,Yes,Yes
5317-FLPJF,No,Female,0,No,No
5318-IXUZF,Yes,Female,0,No,No
5318-YKDPV,No,Male,0,Yes,Yes
5320-BRKGK,No,Female,0,Yes,Yes
5321-NTRKC,No,Male,0,Yes,Yes
5322-TEUJK,No,Female,0,Yes,Yes
5322-ZSMZY,No,Male,0,Yes,Yes
5324-KTGCG,No,Male,0,Yes,No
5325-UWTWJ,No,Male,0,Yes,No
5327-CNLUQ,No,Male,0,Yes,No
5327-XOKKY,No,Male,1,Yes,No
5329-KRDTM,No,Male,1,Yes,No
5331-RGMTT,No,Male,1,Yes,No
5332-UJJBL,,Male,0,No,No
5334-AFQJB,No,Male,1,No,No
5334-JLAXU,No,Female,0,Yes,No
5336-UFNZP,No,Female,1,Yes,Yes
5337-IIWKZ,No,Male,0,Yes,Yes
5338-YHWYT,No,Male,0,No,Yes
5339-PXDVH,No,Male,0,No,No
5339-TJFEK,No,Male,0,Yes,Yes
5343-SGUBI,No,Female,0,No,No
5345-BMKWB,No,Male,0,Yes,No
5346-BZCHP,No,Female,0,Yes,Yes
5348-CAGXB,No,Male,0,No,No
5349-AZPEW,No,Female,0,Yes,Yes
5349-IECLD,Yes,Male,0,No,No
5351-QESIO,No,Male,0,No,Yes
5353-WILCI,No,Female,0,No,No
5356-CSVSQ,No,Female,0,No,No
5356-KZCKT,No,Male,0,No,No
5356-RHIPP,Yes,Male,0,No,No
5357-TZHPP,Yes,Male,1,No,No
5360-LJCNJ,No,Female,0,Yes,No
5360-XGYAZ,No,Male,0,Yes,Yes
5364-EVNIB,Yes,Male,0,No,No
5364-XYIRR,Yes,Male,0,Yes,No
5365-FJKGQ,,Male,0,No,No
5365-LLFYV,No,Female,0,No,No
5366-IJEQJ,Yes,Male,0,No,No
5366-OBVMR,No,Female,0,Yes,No
5370-IIVVL,No,Male,0,No,No
5371-VYLSX,No,Female,1,No,No
5372-FBKBN,No,Female,0,No,Yes
5373-SFODM,Yes,Male,1,Yes,No
5375-XLDOF,No,Male,0,Yes,Yes
5376-DEQCP,Yes,Female,0,No,No
5376-PCKNB,No,Male,0,Yes,Yes
5377-NDTOU,No,Female,0,Yes,Yes
5378-IKEEG,Yes,Female,0,No,No
5380-AFSSK,Yes,Female,0,No,No
5380-WJKOV,Yes,Male,0,No,No
5380-XPJNZ,No,Female,0,No,No
5382-SOYZL,No,Male,0,No,No
5382-TEMLV,No,Male,0,No,No
5383-MMTWC,Yes,Female,1,Yes,No
5384-ZTTWP,No,Female,0,Yes,Yes
5385-SUIRI,Yes,Male,1,Yes,No
5386-THSLQ,No,Female,1,Yes,No
5387-ASZNZ,No,Female,1,No,No
5389-FFVKB,Yes,Male,1,Yes,No
5392-AKEMH,No,Female,0,No,No
5393-HJZSM,No,Female,0,Yes,Yes
5393-RXQSZ,Yes,Male,0,No,No
5394-MEITZ,No,Female,0,Yes,Yes
5394-SVGJV,Yes,Male,0,No,No
5396-IZEPB,No,Male,0,No,No
5397-NSKQG,No,Male,0,Yes,Yes
5397-TUPSH,No,Male,1,Yes,No
5399-ZIMKF,No,Male,0,No,No
5402-HTOTQ,No,Male,0,No,No
5404-GGUKR,No,Male,0,No,No
5405-ZMYXQ,No,Female,0,No,No
5406-KGRMX,No,Female,0,No,No
5414-OFQCB,No,Male,0,No,No
5419-CONWX,Yes,Female,1,No,No
5419-JKZNQ,No,Male,1,Yes,No
5419-JPRRN,Yes,Male,0,No,No
5419-KLXBN,Yes,Female,0,Yes,Yes
5423-BHIXO,No,Female,0,No,No
5424-RLQLC,No,Male,0,No,No
5425-GQTTT,,Male,0,Yes,Yes
5429-LWCMV,No,Female,0,No,No
5433-KYGHE,No,Female,0,No,Yes
5438-QMDDL,No,Female,0,Yes,No
5439-WIKXB,No,Male,1,Yes,No
5440-FLBQG,Yes,Male,1,Yes,No
5440-VHLUL,No,Male,0,No,No
5442-BHQNG,No,Female,0,No,No
5442-BXVND,No,Female,0,Yes,Yes
5442-PPTJY,No,Male,0,Yes,Yes
5442-UTCVD,Yes,Male,0,No,Yes
5442-XSDCW,Yes,Male,0,Yes,Yes
5443-SCMKX,No,Female,0,Yes,No
5445-GLVOT,No,Female,0,No,No
5445-PZWGX,Yes,Male,0,No,No
5445-UTODQ,Yes,Female,0,Yes,No
5446-DKWYW,No,Female,1,Yes,Yes
5447-VYTKW,No,Male,0,No,No
5447-WZAFP,No,Female,0,No,No
5448-VWNAM,No,Female,0,No,Yes
5449-FIBXJ,Yes,Male,0,Yes,Yes
5451-MHQOF,No,Male,0,Yes,Yes
5451-YHYPW,No,Female,1,Yes,No
5453-AXEPF,No,Male,0,Yes,No
5453-YBTWV,No,Male,0,Yes,Yes
5456-ITGIC,No,Male,1,Yes,No
5457-COLHT,No,Male,0,Yes,Yes
5458-CQJTA,Yes,Male,0,Yes,Yes
5461-QKNTN,No,Male,1,Yes,No
5465-BUBFA,No,Female,0,Yes,Yes
5468-BPMMO,No,Male,0,Yes,No
5469-CTCWN,Yes,Male,0,Yes,Yes
5469-NUJUR,No,Male,0,No,No
5472-CVMDX,No,Female,0,No,No
5473-KHBPS,No,Female,0,Yes,Yes
5474-LAMUQ,No,Male,0,Yes,No
5478-JJVZK,No,Female,0,No,No
5480-HPRRX,Yes,Female,1,No,No
5480-TBGPH,Yes,Female,0,Yes,No
5480-XTFFL,No,Female,0,Yes,Yes
5481-NTDOH,No,Female,1,Yes,No
5482-NUPNA,Yes,Female,0,No,No
5482-PLVPE,Yes,Female,1,No,No
5482-VXSXJ,No,Male,0,No,No
5485-ITNPC,No,Male,0,Yes,No
5485-WUYWF,Yes,Male,1,No,No
5493-SDRDQ,Yes,Male,0,No,No
5494-HECPR,Yes,Female,0,No,No
5494-WOZRZ,No,Female,0,Yes,Yes
5495-GPSRW,No,Male,0,No,No
5498-IBWPI,No,Female,0,Yes,Yes
5498-TXHLF,Yes,Female,0,Yes,Yes
5499-ECUTN,No,Female,0,Yes,No
5499-MBERC,,Male,0,No,No
5501-TVMGM,No,Male,0,No,No
5502-RLUYV,Yes,Female,0,Yes,Yes
5504-WSIUR,No,Female,0,No,No
5505-OVWQW,No,Female,0,No,No
5510-BOIUJ,Yes,Male,0,No,Yes
5512-IDZEI,No,Male,0,Yes,Yes
5514-YQENT,No,Male,0,No,Yes
5515-AKOAJ,Yes,Female,0,No,No
5515-IDEJJ,Yes,Male,0,Yes,Yes
5515-RUGKN,No,Male,0,No,No
5519-NPHVG,Yes,Female,0,No,No
5519-TEEUH,No,Male,0,No,Yes
5519-YLDGW,Yes,Female,0,Yes,No
5520-FVEWJ,Yes,Female,0,Yes,Yes
5522-JBWMO,No,Male,0,No,Yes
5522-NYKPB,No,Male,0,Yes,Yes
5524-KHNJP,No,Male,0,Yes,Yes
5527-ACHSO,No,Female,0,No,No
5529-GIBVH,No,Female,0,No,No
5533-NHFRF,No,Male,1,No,No
5533-RJFTJ,No,Male,0,No,No
5536-RTPWK,Yes,Male,0,Yes,No
5536-SLHPM,Yes,Female,0,Yes,No
5537-UXXVS,No,Female,0,Yes,No
5539-HIVAK,No,Female,1,Yes,No
5539-TMZLF,Yes,Male,1,No,No
5542-DHSXL,No,Female,0,Yes,No
5542-NKVRU,No,Female,0,No,No
5542-TBBWB,No,Male,0,No,No
5543-QDCRY,No,Male,0,No,No
5546-BYZSM,No,Female,0,No,No
5546-QUERU,No,Male,0,No,No
5549-ZGHFB,No,Male,0,Yes,Yes
5550-VFRLC,Yes,Female,1,No,No
5552-ZNFSJ,Yes,Male,0,No,No
5553-AOINX,No,Female,1,Yes,Yes
5555-RNPGT,No,Male,0,No,Yes
5561-NWEVX,Yes,Female,1,Yes,No
5562-BETPV,No,Male,0,Yes,Yes
5562-YJQGT,No,Female,0,No,No
5564-NEMQO,Yes,Female,1,No,No
5565-FILXA,Yes,Female,1,No,No
5566-SOEZD,No,Male,0,Yes,Yes
5567-GZKQY,No,Male,0,No,No
5567-WSELE,Yes,Male,1,Yes,No
5568-DMXZS,No,Female,0,No,No
5569-IDSEY,No,Male,0,Yes,No
5569-KGJHX,Yes,Female,0,Yes,Yes
5569-OUICF,Yes,Female,1,Yes,No
5570-PTWEH,Yes,Female,0,Yes,No
5570-ZGMEU,,Male,0,Yes,Yes
5572-ZDXHY,Yes,Female,0,No,No
5574-NXZIU,No,Male,0,No,No
5575-GNVDE,No,Male,0,No,No
5575-TPIZQ,No,Male,0,No,No
5577-OTWWW,Yes,Female,0,No,No
5578-NKCXI,No,Female,0,Yes,Yes
5583-EJXRD,No,Male,0,Yes,Yes
5583-SXDAG,Yes,Male,0,Yes,No
5585-WEFDD,,Female,0,Yes,Yes
5590-BYNII,Yes,Male,0,No,No
5590-YRFJT,Yes,Female,0,Yes,No
5590-ZSKRV,No,Female,0,Yes,Yes
5593-SUAOO,No,Female,0,Yes,Yes
5597-GLBUC,Yes,Female,0,No,No
5598-IKHQQ,No,Female,0,No,No
5599-HVLTW,No,Female,1,No,No
5600-KTXFM,No,Male,0,Yes,Yes
5600-PDUJF,No,Male,0,No,No
5602-BVFMK,No,Female,0,No,No
5605-IYGFG,No,Female,0,No,No
5605-XNWEN,No,Male,1,Yes,No
5606-AMZBO,No,Female,0,Yes,No
5609-CEBID,Yes,Female,1,No,No
5609-IMCGG,No,Female,0,No,No
5614-DNZCE,No,Female,0,No,No
5616-PRTNT,Yes,Male,0,No,Yes
5619-PTMIK,No,Female,0,Yes,No
5619-XZZKR,No,Male,0,No,No
5622-UEJFI,No,Female,0,Yes,Yes
5624-BQSSA,Yes,Female,0,No,No
5624-RYAMH,No,Female,0,No,No
5626-MGTUK,No,Female,0,No,No
5627-TVBPP,No,Female,0,No,Yes
5628-FCGYG,No,Male,0,No,No
5628-RKIFK,No,Female,1,No,No
5630-AHZIL,No,Female,0,No,Yes
5630-IXDXV,No,Female,0,No,No
5639-NTUPK,No,Male,0,No,Yes
5640-CAXOA,No,Female,0,No,No
5641-DMBFJ,No,Female,0,Yes,No
5642-MHDQT,No,Female,0,Yes,Yes
5644-PDMZC,Yes,Female,1,No,No
5647-FXOTP,No,Female,1,Yes,No
5647-URDKA,No,Male,0,Yes,Yes
5649-ANRML,Yes,Male,1,No,No
5649-RXQTV,No,Male,0,No,No
5649-TJHOV,Yes,Male,1,Yes,No
5649-VUKMC,Yes,Female,0,No,No
5650-VDUDS,Yes,Female,0,No,No
5650-YLIBA,No,Male,0,No,No
5651-CPDND,No,Male,0,No,No
5651-CRHKQ,No,Female,0,Yes,No
5651-WYIPH,No,Female,1,No,No
5651-YLPRD,No,Female,0,Yes,Yes
5652-MSDEY,No,Female,0,No,No
5653-ITXJK,,Female,0,Yes,No
5655-JSMZM,Yes,Male,1,No,No
5656-JAMLX,No,Male,0,No,No
5656-MJEFC,No,Male,0,Yes,Yes
5663-QBGIS,No,Male,1,Yes,No
5666-CYCYZ,No,Female,0,No,No
5666-MBJPT,No,Male,0,No,No
5668-MEISB,No,Female,0,Yes,Yes
5669-SRAIP,Yes,Female,0,No,No
5671-RQRLP,No,Female,1,Yes,No
5671-UUNXD,No,Female,1,Yes,No
5673-FSSMF,Yes,Female,0,No,No
5673-TIYIB,Yes,Male,0,No,No
5676-CFLYY,No,Male,0,Yes,Yes
5678-VFNEQ,No,Female,0,Yes,No
5680-LQOGP,No,Female,0,No,No
5681-LLOEI,No,Male,0,Yes,Yes
5684-FJVYR,No,Female,0,Yes,Yes
5685-IIXLY,Yes,Female,0,Yes,Yes
5686-CMAWK,No,Male,0,No,No
5687-DKDTV,Yes,Female,0,No,No
5688-KZTSN,Yes,Male,0,Yes,Yes
5692-FPTAH,Yes,Female,0,No,No
5692-ICXLW,No,Male,1,No,No
5693-PIPCS,No,Male,0,No,No
5696-CEIQJ,No,Male,0,Yes,Yes
5696-EXCYS,No,Male,0,No,No
5696-JVVQY,No,Female,0,Yes,Yes
5696-QURRL,Yes,Male,0,No,No
5697-GOMBF,No,Female,1,Yes,Yes
5698-BQJOH,Yes,Female,0,No,No
5699-BNCAS,No,Male,1,No,No
5701-GUXDC,No,Female,0,Yes,No
5701-SVCWR,No,Female,0,No,Yes
5701-YVSVF,No,Female,1,Yes,No
5701-ZIKJE,No,Male,0,No,No
5702-KVQRD,No,Male,0,Yes,No
5702-SKUOB,No,Female,0,Yes,No
5707-ORNDZ,Yes,Male,1,No,No
5707-ZMDJP,No,Male,0,Yes,Yes
5708-EVONK,Yes,Female,0,Yes,Yes
5709-LVOEQ,No,Female,0,Yes,Yes
5712-AHQNN,No,Female,0,No,No
5712-PTIWW,Yes,Male,0,No,No
5712-VBOXD,No,Female,0,No,No
5716-EZXZN,No,Female,0,Yes,Yes
5716-LIBJC,No,Female,0,No,Yes
5724-BIDBU,No,Male,0,Yes,No
