cliente_ID,desistencia,genero,idade_>=_65,tem_parceiro,tem_dependentes,assinatura_provedor_internet,assinatura_adicional_seguranca_online,assinatura_adicional_backup_online,assinatura_adicional_protecao_dispositivo,assinatura_adicional_suporte_tecnico_menos_tempo_espera,assinatura_TV_cabo,assinatura_streaming_filmes,contrato,fatura_online,forma_pagamento,gastos_mensais,gastos_diarios,gasto_total
5167-GBFRE,Yes,Male,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.2,0.84,102.5
5167-ZFFMM,Yes,Male,0,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,3.03,90.85
5168-MQQCA,No,Female,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,3.62,8003.8
5168-MSWXT,No,Male,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,3.16,759.55
5170-PTRKA,No,Female,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1.19,1782
5172-MIGPM,No,Male,0,No,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.55,2.18,237.2
5172-RKOCB,No,Male,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.95,3.63,7875
5173-WXOQV,No,Male,0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,2.14,143.65
5174-ITUMV,No,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4,3.51,6989.45
5174-RNGBH,Yes,Female,0,No,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.25,2.21,620.55
5175-AOBHI,Yes,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.0,1.53,193.6
5175-WLYXL,No,Male,0,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,2.63,1600.25
5176-LDKUH,No,Female,0,No,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,75.15,2.51,3772.65
5176-OLSKT,No,Female,0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),66.9,2.23,4370.25
5178-LMXOP,Yes,Male,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,3.17,95.1
5180-UCIIQ,Yes,Male,1,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,1.34,880.2
5181-OABFK,No,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),61.3,2.04,3346.8
5183-KLYEM,No,Female,0,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.75,3.76,8192.6
5183-SNMJQ,No,Male,0,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.1,3.17,865.1
5186-EJEGL,No,Male,0,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.5,2.32,653.25
5186-SAMNZ,Yes,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,2.32,69.5
5188-HGMLP,No,Male,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.0,2.47,3919.15
5192-EBGOV,Yes,Female,1,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,2.86,85.7
5193-QLVZB,No,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,3.49,6536.5
5195-KPUNQ,No,Female,1,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,96.75,3.22,5206.55
5196-SGOAK,Yes,Female,0,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,2.52,75.7
5196-WPYOW,No,Male,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,60.05,2.0,3994.05
5197-LQXXH,No,Female,0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,2.78,5894.5
5197-PYEPU,No,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.45,3.15,3923.8
5198-EFNBM,No,Male,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,3.02,5199.8
5198-HQAEN,No,Male,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,2.99,3165.6
5199-FPUSP,No,Male,0,No,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),34.05,1.14,1113.95
5201-FRKKS,No,Male,0,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.3,2.48,1952.25
5201-USSQZ,No,Female,0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2.86,2196.45
5202-IVJNU,Yes,Female,0,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.1,1.0,1131.3
5203-XEHAX,No,Female,0,No,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,64.35,2.14,2053.05
5204-HMGYF,No,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,2.91,4345
5204-QZXPU,Yes,Male,0,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.65,1.32,733.35
5206-HPJKM,No,Male,0,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,1.85,934.15
5206-XZZQI,No,Male,0,No,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,2.69,4348.1
5207-PLSTK,No,Male,0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,1.62,48.75
5208-FVQKB,No,Male,0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.95,2.26,4664.15
5208-HFSBT,Yes,Female,0,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,1.84,102.75
5213-TWWJU,No,Male,0,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.0,3.03,2626.15
5214-NLTIT,No,Male,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),90.8,3.03,6511.8
5215-LNLDJ,No,Female,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,0.82,149.05
5216-WASFJ,No,Female,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2.83,2633.4
5219-YIPTK,Yes,Female,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,3.48,3409.6
5222-IMUKT,No,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.05,3.03,2871.5
5223-UZAVK,No,Male,0,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,3.34,6603.8
5226-NOZFC,No,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2.86,2146.5
5227-JSCFE,No,Male,1,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),46.35,1.55,3353.4
5228-EXCET,Yes,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,2.7,1008.7
5229-DTFYB,No,Female,0,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3.29,3959.15
5229-PRWKT,Yes,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,2.88,649.65
5232-NXPAY,No,Female,0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.45,2.48,3510.3
5233-AOZUF,No,Female,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2.5,2149.05
5233-GEEAX,Yes,Male,1,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,0.98,221.9
5236-PERKL,Yes,Female,0,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.95,3.76,6465
5236-XMZJY,No,Female,0,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,1.99,2536.55
5240-CAOYT,No,Female,0,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,2.92,4884.85
5240-IJOQT,Yes,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,2.49,74.7
5243-SAOTC,No,Male,0,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,2.66,4308.25
5244-IRFIH,Yes,Male,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3.15,3105.55
5245-VDBUR,No,Female,0,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1.18,1958.95
5248-KWLAR,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,3.01,6325.25
5248-RPYWW,No,Female,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,3.01,6716.45
5248-YGIJN,No,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,3.01,6369.45
5256-SKJGO,No,Female,0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,1.82,3423.5
5261-QSHQM,Yes,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,0.82,86.6
5268-DSMNQ,No,Female,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.95,3.26,5936.55
5269-NRGDP,No,Male,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,73.15,2.44,3088.25
5271-DBYSJ,No,Male,1,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.15,2.64,827.7
5271-YNWVR,Yes,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,3.77,7856
5274-XHAKY,No,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.3,3.14,3893.6
5275-PMFUT,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,2.16,4719.75
5275-SQEIZ,Yes,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.85,2.7,80.85
5276-KQWHG,Yes,Female,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,2.32,131.65
5277-ZLOOR,Yes,Female,1,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,2.85,187.45
5278-PNYOX,No,Female,0,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,3.36,4917.75
5281-BUZGT,Yes,Male,1,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3.03,3186.7
5285-MVEHD,No,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,3.52,6068.65
5286-YHCVC,No,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,3.49,7470.1
5287-QWLKY,Yes,Male,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,3.5,7548.1
5288-AHOUP,No,Male,1,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.5,2.62,874.2
5293-WXJAK,Yes,Female,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,3.47,1133.65
5294-CDGWY,Yes,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,59.3,1.98,3014.65
5294-DMSFH,No,Female,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2.93,2621.75
5294-IMHHT,No,Male,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.75,3.26,5043.2
5295-PCJOO,Yes,Male,0,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,1.65,184.4
5297-MDOIR,No,Female,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.15,2.7,5224.5
5298-GSTLM,No,Female,1,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.4,3.38,6176.6
5299-RULOA,Yes,Female,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3.34,1064.65
5299-SJCZT,Yes,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.55,3.38,298.35
5301-GAUUY,Yes,Male,0,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2.68,2596.15
5302-BDJNT,No,Male,0,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,3.18,3418.2
5304-EFJLP,No,Male,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,3.72,8022.85
5306-BVTKJ,No,Male,0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),55.8,1.86,2651.2
5307-DZCVC,Yes,Female,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2.86,2628.6
5307-UVGNB,No,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,1.62,2495.2
5309-TAIKL,No,Female,0,No,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),62.8,2.09,418.3
5311-IHLEI,No,Male,0,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.95,1.7,605.75
5312-IRCFR,No,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.85,3.1,5980.75
5312-UXESG,No,Female,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.05,3.27,3990.6
5315-CKEQK,No,Male,1,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51.0,1.7,1381.8
5317-FLPJF,No,Female,0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,2.04,4193.4
5318-IXUZF,Yes,Female,0,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.15,2.9,183.75
5318-YKDPV,No,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,2.64,3566.6
5320-BRKGK,No,Female,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.8,2.53,4415.75
5321-NTRKC,No,Male,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.85,2.66,5234.95
5322-TEUJK,No,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.6,3.82,8100.25
5325-UWTWJ,No,Male,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,3.02,2929.75
5327-CNLUQ,No,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,3.23,4473.45
5327-XOKKY,No,Male,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.45,2.45,5329
5329-KRDTM,No,Male,1,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,2.58,5396.25
5331-RGMTT,No,Male,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.05,3.3,5295.7
5334-JLAXU,No,Female,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,3.14,5475.9
5336-UFNZP,No,Female,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,3.58,7047.5
5337-IIWKZ,No,Male,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,1.5,1442.6
5338-YHWYT,No,Male,0,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,2.05,2302.35
5339-PXDVH,No,Male,0,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.65,3.02,367.95
5339-TJFEK,No,Male,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,3.52,6487.2
5343-SGUBI,No,Female,0,No,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,80.2,2.67,4297.6
5348-CAGXB,No,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,2.98,1021.75
5349-AZPEW,No,Female,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,0.84,125.5
5349-IECLD,Yes,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,3.16,178.1
5351-QESIO,No,Male,0,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.2,0.81,24.2
5353-WILCI,No,Female,0,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.05,1.87,1522.65
5356-CSVSQ,No,Female,0,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.6,2.15,174.2
5357-TZHPP,Yes,Male,1,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4,2.81,732.5
5360-LJCNJ,No,Female,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,3.51,7555
5360-XGYAZ,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,2.19,4664.5
5364-EVNIB,Yes,Male,0,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,2.66,973.45
5364-XYIRR,Yes,Male,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,3.16,4812.75
5365-LLFYV,No,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,1.53,105.6
5366-IJEQJ,Yes,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,2.96,1761.45
5366-OBVMR,No,Female,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.3,1.68,908.75
5370-IIVVL,No,Male,0,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3.48,3778
5371-VYLSX,No,Female,1,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,2.78,4113.7
5373-SFODM,Yes,Male,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,2.84,3132.75
5375-XLDOF,No,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,3.81,7665.8
5376-DEQCP,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,2.35,70.6
5376-PCKNB,No,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,3.48,7459
5377-NDTOU,No,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,91.05,3.03,6293.75
5378-IKEEG,Yes,Female,0,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,1.19,35.75
5380-AFSSK,Yes,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,3.13,486.85
5380-WJKOV,Yes,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3.54,3549.25
5382-SOYZL,No,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,3.17,2162.6
5382-TEMLV,No,Male,0,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.9,1.7,2298.55
5383-MMTWC,Yes,Female,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.0,2.8,613.4
5385-SUIRI,Yes,Male,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,3.47,5568.35
5386-THSLQ,No,Female,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,1.52,3027.25
5387-ASZNZ,No,Female,1,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.85,2.13,4174.35
5389-FFVKB,Yes,Male,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.3,2.68,2483.05
5392-AKEMH,No,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,1.5,523.1
5393-HJZSM,No,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2.54,2404.15
5393-RXQSZ,Yes,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.6,2.65,79.6
5394-MEITZ,No,Female,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,2.69,4946.7
5394-SVGJV,Yes,Male,0,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3.29,3475.55
5397-NSKQG,No,Male,0,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.9,1.7,3281.65
5397-TUPSH,No,Male,1,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.95,2.37,4555.2
5399-ZIMKF,No,Male,0,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,2.49,383.65
5402-HTOTQ,No,Male,0,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,1.84,875.35
5404-GGUKR,No,Male,0,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.35,1.71,262.3
5405-ZMYXQ,No,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.6,2.49,548.9
5414-OFQCB,No,Male,0,No,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.45,3.02,5229.8
5419-CONWX,Yes,Female,1,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,3.33,442.85
5419-JKZNQ,No,Male,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.9,2.6,2351.45
5419-JPRRN,Yes,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,3.38,101.45
5419-KLXBN,Yes,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2.97,2257.75
5423-BHIXO,No,Female,0,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.2,1.81,1739.6
5424-RLQLC,No,Male,0,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,1.99,638.95
5429-LWCMV,No,Female,0,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,2.97,1057.55
5433-KYGHE,No,Female,0,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.0,2.87,1164.05
5438-QMDDL,No,Female,0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.8,1.99,1130.85
5439-WIKXB,No,Male,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3.15,3851.45
5440-FLBQG,Yes,Male,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.4,3.61,7318.2
5440-VHLUL,No,Male,0,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,3.51,7386.05
5442-BHQNG,No,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,2.34,139.25
5442-UTCVD,Yes,Male,0,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,3.06,257.05
5442-XSDCW,Yes,Male,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,2.65,868.5
5443-SCMKX,No,Female,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.3,3.14,5610.15
5445-GLVOT,No,Female,0,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1.66,1049.05
5445-PZWGX,Yes,Male,0,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,3.4,6529.25
