cliente_ID,contrato,fatura_online,forma_pagamento,gastos_mensais,gasto_total
5522-NYKPB,Month-to-month,No,Electronic check,85.9,2199.05
5524-KHNJP,One year,No,Credit card (automatic),74.75,2453.3
5527-ACHSO,Month-to-month,No,Mailed check,70.5,829.3
5529-GIBVH,Two year,No,Mailed check,20.15,1046.2
5533-NHFRF,Month-to-month,Yes,Electronic check,44.4,265.8
5533-RJFTJ,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1
5536-RTPWK,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75
5536-SLHPM,Month-to-month,Yes,Electronic check,77.75,4458.15
5537-UXXVS,Month-to-month,No,Bank transfer (automatic),19.25,375.25
5539-HIVAK,Month-to-month,No,Mailed check,25.7,734.6
5539-TMZLF,Month-to-month,Yes,Electronic check,69.75,69.75
5542-DHSXL,Month-to-month,No,Mailed check,54.7,235.05
5542-NKVRU,Two year,Yes,Bank transfer (automatic),20.75,844.45
5542-TBBWB,Month-to-month,Yes,Electronic check,69.9,69.9
5543-QDCRY,Month-to-month,Yes,Electronic check,56.4,234.85
5546-BYZSM,Month-to-month,No,Electronic check,20.45,775.6
5546-QUERU,One year,Yes,Mailed check,19.95,257
5549-ZGHFB,Two year,No,Mailed check,24.95,1261.45
5550-VFRLC,Month-to-month,Yes,Electronic check,69.85,69.85
5552-ZNFSJ,Month-to-month,No,Electronic check,45.3,45.3
5553-AOINX,One year,Yes,Electronic check,104.9,6891.45
5555-RNPGT,Month-to-month,No,Credit card (automatic),24.8,223.9
5561-NWEVX,Month-to-month,No,Electronic check,79.2,172.85
5562-BETPV,One year,No,Mailed check,19.65,19.65
5562-YJQGT,Month-to-month,No,Credit card (automatic),20.35,35.1
5564-NEMQO,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3
5565-FILXA,Month-to-month,Yes,Electronic check,96.15,1529.2
5566-SOEZD,One year,Yes,Credit card (automatic),80.65,2209.75
5567-GZKQY,Two year,No,Credit card (automatic),20.3,1131.5
5567-WSELE,Month-to-month,Yes,Electronic check,94.6,279.55
5568-DMXZS,Month-to-month,Yes,Electronic check,65.45,554.45
5569-IDSEY,One year,Yes,Bank transfer (automatic),105.7,7472.15
5569-KGJHX,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65
5569-OUICF,Month-to-month,Yes,Credit card (automatic),101.3,2812.2
5570-PTWEH,Month-to-month,Yes,Credit card (automatic),75.15,216.75
5570-ZGMEU,Two year,Yes,Credit card (automatic),104.9,7559.55
5572-ZDXHY,Month-to-month,Yes,Mailed check,84.3,1855.65
5574-NXZIU,Two year,No,Credit card (automatic),109.2,7049.75
5575-GNVDE,One year,No,Mailed check,56.95,1889.5
5575-TPIZQ,Month-to-month,Yes,Credit card (automatic),89.15,4245.55
5577-OTWWW,Month-to-month,No,Bank transfer (automatic),19.75,297.3
5578-NKCXI,One year,No,Credit card (automatic),99.25,5846.65
5583-EJXRD,Two year,Yes,Credit card (automatic),54.05,2375.2
5583-SXDAG,Month-to-month,No,Electronic check,70.0,70
5585-WEFDD,Month-to-month,No,Mailed check,20.35,76.35
5590-BYNII,Month-to-month,Yes,Electronic check,100.75,2095
5590-YRFJT,Month-to-month,Yes,Electronic check,24.45,482.8
5590-ZSKRV,Month-to-month,No,Mailed check,54.65,482.25
5593-SUAOO,One year,No,Bank transfer (automatic),83.15,2033.05
5597-GLBUC,Month-to-month,Yes,Electronic check,85.45,85.45
5598-IKHQQ,Two year,No,Credit card (automatic),25.45,1866.45
5599-HVLTW,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1
5600-KTXFM,Month-to-month,No,Mailed check,69.95,143.9
5600-PDUJF,Month-to-month,Yes,Credit card (automatic),49.5,312.7
5602-BVFMK,One year,No,Mailed check,19.3,228.75
5605-IYGFG,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45
5605-XNWEN,Two year,Yes,Bank transfer (automatic),25.0,1802.55
5606-AMZBO,Month-to-month,Yes,Credit card (automatic),78.15,765.15
5609-CEBID,Month-to-month,Yes,Electronic check,94.1,1782.4
5609-IMCGG,Month-to-month,Yes,Credit card (automatic),84.35,1302.65
5614-DNZCE,Two year,Yes,Credit card (automatic),64.9,3795.45
5616-PRTNT,Month-to-month,Yes,Electronic check,19.4,374.5
5619-PTMIK,Month-to-month,No,Electronic check,53.1,2459.8
5619-XZZKR,One year,No,Mailed check,19.95,68.2
5622-UEJFI,Two year,Yes,Credit card (automatic),25.4,949.8
5624-BQSSA,Month-to-month,No,Mailed check,20.95,20.95
5624-RYAMH,Month-to-month,Yes,Electronic check,19.5,178.85
5626-MGTUK,Month-to-month,Yes,Bank transfer (automatic),89.1,1879.25
5627-TVBPP,One year,Yes,Credit card (automatic),20.1,644.5
5628-FCGYG,Month-to-month,Yes,Electronic check,84.1,1737.45
5628-RKIFK,Month-to-month,No,Credit card (automatic),101.55,5070.4
5630-AHZIL,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4
5630-IXDXV,Month-to-month,Yes,Electronic check,106.35,4849.1
5639-NTUPK,Month-to-month,Yes,Credit card (automatic),52.1,670.65
5640-CAXOA,One year,Yes,Credit card (automatic),40.35,1187.05
5641-DMBFJ,Two year,Yes,Electronic check,84.3,4916.4
5642-MHDQT,One year,Yes,Bank transfer (automatic),19.85,1039.45
5644-PDMZC,Month-to-month,No,Electronic check,89.5,161.5
5647-FXOTP,Month-to-month,Yes,Electronic check,105.9,6401.25
5647-URDKA,Two year,No,Mailed check,19.7,130.25
5649-ANRML,Month-to-month,Yes,Credit card (automatic),95.1,180.25
5649-RXQTV,Month-to-month,Yes,Electronic check,99.0,5038.15
5649-TJHOV,Month-to-month,No,Bank transfer (automatic),36.5,1032
5649-VUKMC,One year,No,Mailed check,95.5,1115.15
5650-VDUDS,Month-to-month,Yes,Mailed check,24.25,96.05
5650-YLIBA,Month-to-month,Yes,Electronic check,81.15,2640.55
5651-CPDND,Month-to-month,No,Mailed check,46.0,492.1
5651-CRHKQ,One year,Yes,Bank transfer (automatic),86.2,3339.05
5651-WYIPH,Month-to-month,Yes,Credit card (automatic),49.85,865.75
5651-YLPRD,Month-to-month,Yes,Electronic check,86.1,2723.75
5652-MSDEY,Month-to-month,Yes,Mailed check,75.75,777.3
5653-ITXJK,Month-to-month,Yes,Mailed check,49.2,1498.55
5655-JSMZM,Month-to-month,Yes,Electronic check,96.2,4718.25
5656-JAMLX,Two year,No,Bank transfer (automatic),19.85,1253.65
5656-MJEFC,Two year,No,Credit card (automatic),48.15,2032.3
5663-QBGIS,Two year,No,Bank transfer (automatic),98.35,6929.4
5666-CYCYZ,Month-to-month,Yes,Electronic check,89.55,2259.35
5666-MBJPT,Two year,Yes,Bank transfer (automatic),25.1,1725
5668-MEISB,Two year,No,Credit card (automatic),106.1,7657.4
5669-SRAIP,Month-to-month,No,Electronic check,39.5,210.75
5671-RQRLP,Two year,Yes,Credit card (automatic),75.65,5411.4
5671-UUNXD,One year,Yes,Electronic check,100.65,5189.75
5673-FSSMF,Month-to-month,Yes,Electronic check,60.15,60.15
5673-TIYIB,Month-to-month,Yes,Credit card (automatic),40.4,77.15
5676-CFLYY,Two year,Yes,Credit card (automatic),73.35,5154.5
5678-VFNEQ,One year,Yes,Credit card (automatic),104.1,7412.25
5680-LQOGP,Two year,Yes,Credit card (automatic),82.45,5646.6
5681-LLOEI,One year,Yes,Credit card (automatic),91.25,4013.8
5684-FJVYR,Two year,Yes,Bank transfer (automatic),90.35,6563.4
5685-IIXLY,Month-to-month,Yes,Electronic check,83.6,404.2
5686-CMAWK,One year,No,Electronic check,86.75,1410.25
5687-DKDTV,Month-to-month,No,Mailed check,20.35,77.5
5688-KZTSN,Month-to-month,Yes,Electronic check,20.0,288.05
5692-FPTAH,Month-to-month,Yes,Mailed check,45.4,45.4
5692-ICXLW,Month-to-month,Yes,Electronic check,90.7,2845.15
5693-PIPCS,Two year,Yes,Credit card (automatic),99.65,4220.35
5696-CEIQJ,Two year,No,Bank transfer (automatic),103.15,6895.5
5696-EXCYS,Two year,No,Credit card (automatic),19.45,369.05
5696-JVVQY,Two year,Yes,Credit card (automatic),70.1,3238.4
5696-QURRL,Month-to-month,Yes,Mailed check,45.05,45.05
5697-GOMBF,Month-to-month,Yes,Electronic check,35.9,973.65
5698-BQJOH,Month-to-month,No,Electronic check,94.4,857.25
5699-BNCAS,Two year,Yes,Mailed check,24.65,1766.75
5701-GUXDC,One year,No,Credit card (automatic),35.4,978.6
5701-SVCWR,Month-to-month,No,Mailed check,24.0,24
5701-YVSVF,Month-to-month,Yes,Electronic check,82.9,880.05
5701-ZIKJE,Month-to-month,Yes,Mailed check,50.55,610.75
5702-KVQRD,Two year,Yes,Electronic check,82.55,5832.65
5702-SKUOB,Month-to-month,No,Mailed check,19.6,93.45
5707-ORNDZ,Month-to-month,No,Electronic check,54.55,494.05
5707-ZMDJP,Two year,Yes,Mailed check,69.7,3729.6
5708-EVONK,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6
5709-LVOEQ,Two year,No,Mailed check,80.85, 
5712-AHQNN,Month-to-month,Yes,Electronic check,91.65,3954.1
5712-PTIWW,Month-to-month,Yes,Electronic check,79.85,152.45
5712-VBOXD,Month-to-month,Yes,Credit card (automatic),20.15,68.45
5716-EZXZN,Two year,Yes,Credit card (automatic),99.05,6416.7
5716-LIBJC,One year,Yes,Credit card (automatic),104.15,1299.1
5724-BIDBU,One year,Yes,Electronic check,55.35,2633.95
5726-CVNYA,Two year,Yes,Mailed check,19.85,146.6
5727-MYATE,Two year,Yes,Credit card (automatic),90.8,6397.6
5729-KLZAR,Month-to-month,No,Electronic check,80.85,302.75
5730-DBDSI,Two year,No,Bank transfer (automatic),19.7,1253.8
5730-RIITO,Month-to-month,Yes,Credit card (automatic),33.45,1500.25
5732-IKGQH,One year,Yes,Bank transfer (automatic),104.45,5481.25
5734-EJKXG,One year,Yes,Electronic check,118.6,7365.7
5736-YEJAX,Two year,Yes,Credit card (automatic),79.45,5502.55
5740-YHGTW,Month-to-month,Yes,Credit card (automatic),97.55,6669.05
5743-KHMNA,Two year,No,Bank transfer (automatic),25.55,1898.1
5747-PMBSQ,Month-to-month,Yes,Mailed check,92.5,934.1
5748-RNCJT,Two year,Yes,Bank transfer (automatic),106.5,7348.8
5751-USDBL,Two year,No,Mailed check,81.0,3846.35
5753-QQWPW,One year,Yes,Electronic check,59.9,1654.7
5756-JYOJT,One year,No,Credit card (automatic),64.9,697.25
5756-OZRIO,One year,No,Bank transfer (automatic),64.05,3902.6
5759-RCVCB,Month-to-month,No,Credit card (automatic),35.2,108.95
5760-FXFVO,Month-to-month,Yes,Electronic check,78.95,494.95
5760-IFJOZ,Month-to-month,No,Mailed check,107.95,313.6
5760-WRAHC,Month-to-month,Yes,Mailed check,69.75,1545.4
5761-BYYZA,One year,No,Credit card (automatic),19.6,763.1
5762-TJXGK,Two year,Yes,Bank transfer (automatic),58.75,3038.55
5766-FTRTS,Two year,No,Mailed check,84.45,6033.1
5766-RLNAM,Two year,Yes,Electronic check,115.55,8425.3
5766-XQXMQ,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5
5766-ZJYBB,Month-to-month,No,Mailed check,19.4,19.4
5774-QPLTF,One year,Yes,Mailed check,20.35,938.95
5774-XZTQC,Month-to-month,No,Mailed check,20.45,150.75
5777-KJIRB,One year,Yes,Mailed check,50.25,2023.55
5777-ZPQNC,One year,No,Electronic check,20.15,260.7
5778-BVOFB,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05
5780-INQIK,Month-to-month,No,Electronic check,49.4,408.25
5781-BKHOP,Two year,No,Bank transfer (automatic),100.65,7334.05
5781-RFZRP,Two year,No,Credit card (automatic),73.5,5357.75
5787-KXGIY,Two year,No,Credit card (automatic),19.3,1304.8
5788-YPOEG,Two year,No,Mailed check,84.75,2839.45
5789-LDFXO,One year,No,Electronic check,24.6,592.65
5791-KAJFD,One year,Yes,Bank transfer (automatic),68.75,3808
5792-JALQC,Two year,No,Bank transfer (automatic),59.85,3103.25
5793-YOLJN,Two year,No,Mailed check,21.0,1210.3
5795-BKOYE,One year,No,Bank transfer (automatic),59.1,4134.7
5795-KTGUD,Two year,Yes,Bank transfer (automatic),110.8,7553.6
5797-APWZC,Month-to-month,No,Electronic check,90.6,90.6
5799-JRCZO,Two year,No,Credit card (automatic),19.5,1215.1
5802-ADBRC,One year,Yes,Mailed check,104.4,5232.9
5803-NQJZO,Two year,Yes,Bank transfer (automatic),67.8,4804.65
5804-HYIEZ,Month-to-month,Yes,Electronic check,106.05,7554.05
5804-JMYIO,Two year,No,Mailed check,19.75,757.95
5804-LEPIM,Month-to-month,Yes,Electronic check,70.35,139.05
5808-TOTXO,One year,Yes,Credit card (automatic),20.55,57.4
5811-IWXYM,One year,No,Bank transfer (automatic),101.25,5301.1
5813-UECBU,Month-to-month,Yes,Credit card (automatic),83.85,2716.3
5815-HGGHV,One year,Yes,Mailed check,64.15,1274.45
5816-JMLGY,Two year,Yes,Bank transfer (automatic),80.4,5717.85
5816-QVHRX,Month-to-month,No,Credit card (automatic),100.3,3541.4
5816-SCGFC,Month-to-month,Yes,Mailed check,51.3,419.35
5820-PTRYM,One year,Yes,Credit card (automatic),68.45,4014
5821-MMEIL,Two year,No,Bank transfer (automatic),19.9,1115.6
5825-XJOCM,One year,Yes,Bank transfer (automatic),64.4,3035.35
5827-MWCZK,Month-to-month,Yes,Credit card (automatic),96.95,5432.2
5828-AVIPD,One year,Yes,Electronic check,100.95,1875.55
5828-DWPIL,Month-to-month,Yes,Electronic check,89.1,5618.3
5829-NVSQN,One year,Yes,Bank transfer (automatic),68.75,1689.45
5832-EXGTT,Month-to-month,Yes,Mailed check,60.2,1834.15
5832-TRLPB,One year,Yes,Bank transfer (automatic),75.35,2243.9
5832-XKAES,Month-to-month,Yes,Credit card (automatic),69.8,134.7
5834-ASPWA,Month-to-month,Yes,Electronic check,75.45,75.45
5835-BEQEU,Month-to-month,Yes,Electronic check,76.95,228.4
5837-LXSDN,One year,Yes,Credit card (automatic),58.85,1215.45
5839-SUYVZ,Month-to-month,Yes,Credit card (automatic),74.55,1170.5
5840-NVDCG,Two year,No,Bank transfer (automatic),68.25,1114.85
5842-POCOP,Month-to-month,Yes,Mailed check,88.9,454.15
5843-TTHGI,Month-to-month,Yes,Mailed check,50.0,892.7
5844-QVTAT,One year,Yes,Mailed check,58.45,1955.4
5845-BZZIB,Two year,No,Mailed check,20.1,655.3
5846-ABOBJ,Two year,No,Bank transfer (automatic),24.45,1730.65
5846-NEQVZ,Two year,Yes,Credit card (automatic),70.85,4973.4
5846-QFDFI,Month-to-month,No,Credit card (automatic),88.6,2888.7
5847-MXBEO,One year,No,Mailed check,20.3,475.1
5848-FHRFC,Two year,No,Bank transfer (automatic),20.05,1386.9
5849-ASHZJ,One year,No,Credit card (automatic),20.05,552.9
5850-BDWCY,Month-to-month,No,Mailed check,20.2,123.65
5854-KSRBJ,Two year,No,Mailed check,25.4,1782.05
5855-EIBDE,Two year,No,Credit card (automatic),106.65,5174.35
5857-TYBCJ,Month-to-month,Yes,Electronic check,89.2,4040.2
5857-XRECV,One year,No,Bank transfer (automatic),20.5,38.25
5858-EAFCZ,Month-to-month,No,Mailed check,44.45,44.45
5859-HZYLF,Two year,Yes,Credit card (automatic),19.15,515.75
5862-BRIXZ,Two year,Yes,Bank transfer (automatic),60.75,2893.4
5863-OOKCL,Month-to-month,No,Mailed check,18.85,163.2
5868-CZJDR,Month-to-month,Yes,Mailed check,31.35,31.35
5868-YTYKS,Month-to-month,Yes,Mailed check,20.25,20.25
5868-YWPDW,Month-to-month,Yes,Electronic check,84.2,519.15
5871-DGTXZ,One year,No,Mailed check,19.8,607.7
5872-OEQNH,One year,Yes,Electronic check,44.45,2773.9
5875-YPQFJ,Month-to-month,Yes,Electronic check,69.9,69.9
5876-HZVZM,Month-to-month,No,Credit card (automatic),55.9,365.35
5876-QMYLD,One year,No,Mailed check,20.05,415.1
5879-HMFFH,Two year,No,Bank transfer (automatic),88.05,6520.8
5879-SESNB,Month-to-month,No,Electronic check,75.25,888.65
5882-CMAZQ,Month-to-month,No,Electronic check,34.25,163.55
5883-GTGVD,Month-to-month,Yes,Electronic check,99.95,1931.75
5884-FBCTL,Two year,No,Bank transfer (automatic),25.1,1857.85
5884-GCYMI,Month-to-month,No,Mailed check,69.4,69.4
5886-VLQVU,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2
5887-IKKYO,Two year,No,Bank transfer (automatic),94.35,5563.65
5888-TLMCL,Two year,Yes,Credit card (automatic),54.95,3772.5
5889-JTMUL,Month-to-month,Yes,Electronic check,95.05,4888.7
5889-LFOLL,Month-to-month,Yes,Electronic check,84.6,1115.2
5893-KCLGT,Two year,Yes,Mailed check,19.75,1567
5893-PYOLZ,Two year,Yes,Credit card (automatic),81.8,4534.45
5895-QSXOD,Month-to-month,No,Mailed check,70.05,657.5
5896-NPFWW,Month-to-month,Yes,Electronic check,50.15,168.15
5897-ZYEKH,One year,Yes,Electronic check,105.6,7112.15
5898-IGSLP,Month-to-month,No,Electronic check,89.3,2823
5899-MQZZL,Month-to-month,Yes,Mailed check,75.0,999.45
5899-OUVKV,Month-to-month,Yes,Electronic check,94.5,2979.2
5902-WBLSE,Two year,Yes,Credit card (automatic),20.15,1411.2
5906-BFOZT,Month-to-month,Yes,Mailed check,19.5,19.5
5906-CVLHP,One year,Yes,Credit card (automatic),54.15,2319.8
5906-DVAPM,One year,Yes,Credit card (automatic),75.0,4213.9
5908-QMGOE,Month-to-month,Yes,Credit card (automatic),74.2,1133.9
5909-ECHUI,Month-to-month,Yes,Electronic check,56.25,56.25
5913-INRQV,One year,No,Mailed check,90.15,3128.8
5914-DVBWJ,Month-to-month,Yes,Electronic check,85.45,1505.85
5914-GXMDA,One year,No,Mailed check,19.3,593.2
5914-XRFQB,Two year,Yes,Bank transfer (automatic),115.8,8424.9
5915-ANOEI,Two year,No,Mailed check,79.15,5536.5
5915-DGNVC,One year,No,Electronic check,71.8,3472.05
5916-QEWPT,Month-to-month,No,Credit card (automatic),69.0,147.8
5917-HBSDW,Month-to-month,No,Electronic check,19.35,683.75
5917-RYRMG,One year,No,Credit card (automatic),19.8,587.7
5918-VUKWP,One year,No,Bank transfer (automatic),20.55,654.55
5919-TMRGD,Month-to-month,Yes,Electronic check,79.35,79.35
5919-VCZYM,Month-to-month,No,Mailed check,20.05,42.7
5921-NGYRH,Month-to-month,Yes,Mailed check,73.55,4764
5922-ABDVO,Month-to-month,No,Mailed check,89.65,1761.05
5923-GXUOC,Month-to-month,Yes,Electronic check,104.4,1081.45
5924-IFQTT,Month-to-month,Yes,Electronic check,72.8,930.05
5924-SNGKP,One year,Yes,Credit card (automatic),20.25,865
5928-QLDHB,Month-to-month,Yes,Electronic check,76.25,684.85
5930-GBIWP,Two year,Yes,Credit card (automatic),81.5,5553.25
5931-FLJJF,Month-to-month,Yes,Mailed check,70.1,467.55
5934-RMPOV,Month-to-month,Yes,Electronic check,84.75,1816.75
5934-TSSAU,Month-to-month,Yes,Credit card (automatic),75.3,1702.9
5935-FCCNB,Month-to-month,Yes,Electronic check,94.2,1608.15
5937-EORGB,Month-to-month,Yes,Electronic check,96.5,1392.25
5939-SXWHM,Two year,No,Bank transfer (automatic),26.3,1245.05
5939-XAIXZ,Month-to-month,Yes,Mailed check,56.1,1033.9
5940-AHUHD,Month-to-month,No,Mailed check,70.6,70.6
5940-NFXKV,Month-to-month,Yes,Electronic check,83.65,1465.75
5943-PWAPA,One year,Yes,Electronic check,93.45,4872.2
5944-UGLLK,One year,No,Credit card (automatic),54.9,3045.75
5945-AZYHT,One year,Yes,Electronic check,109.6,7854.15
5947-SGKCL,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25
5948-UJZLF,Month-to-month,No,Mailed check,49.25,97
5949-EBSQK,Month-to-month,No,Credit card (automatic),61.45,229.55
5949-HGVJL,Month-to-month,Yes,Electronic check,73.05,1959.5
5949-XIKAE,Month-to-month,Yes,Electronic check,83.55,680.05
5950-AAAGJ,Month-to-month,No,Bank transfer (automatic),84.3,1537.9
5951-AOFIH,Month-to-month,Yes,Credit card (automatic),66.4,2245.4
5954-BDFSG,Two year,Yes,Credit card (automatic),107.5,7853.7
5955-EPOAZ,Month-to-month,Yes,Mailed check,20.95,109.5
5955-ERIHD,Month-to-month,Yes,Electronic check,94.7,1687.95
5956-VKDTT,Month-to-month,Yes,Electronic check,74.35,334.8
5956-YHHRX,Month-to-month,Yes,Electronic check,104.35,2271.85
5959-BELXA,Month-to-month,Yes,Credit card (automatic),96.15,3019.25
5960-MVTUK,Month-to-month,Yes,Electronic check,29.75,96.85
5960-WPXQM,Month-to-month,Yes,Electronic check,79.05,79.05
5961-VUSRV,One year,Yes,Bank transfer (automatic),19.35,219.35
5965-GGPRW,Two year,No,Bank transfer (automatic),105.25,7609.75
5966-EMAZU,One year,Yes,Mailed check,108.5,6880.85
5968-HYJRZ,Two year,No,Mailed check,24.55,1160.45
5968-VXZLG,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9
5968-XQIVE,One year,Yes,Electronic check,89.7,6588.95
5970-GHJAW,Two year,No,Credit card (automatic),19.95,862.4
5973-EJGDP,Month-to-month,Yes,Electronic check,87.35,4473
5975-BAICR,One year,Yes,Credit card (automatic),63.7,2188.5
5976-JCJRH,Month-to-month,Yes,Electronic check,70.3,738.2
5977-CKHON,Month-to-month,Yes,Bank transfer (automatic),92.55,4039
5980-BDHPY,Two year,Yes,Bank transfer (automatic),87.1,6230.1
5980-NOPLP,Month-to-month,Yes,Electronic check,96.1,4364.1
5981-ITEMU,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95
5981-ZVXOT,One year,Yes,Electronic check,108.35,3726.15
5982-FPVQN,Month-to-month,Yes,Electronic check,95.15,3532.85
5982-PSMKW,Two year,Yes,Credit card (automatic),91.1,2198.3
5982-XMDEX,Two year,No,Bank transfer (automatic),26.5,1698.55
5985-BEHZK,One year,No,Credit card (automatic),105.0,7578.05
5985-TBABQ,One year,No,Mailed check,74.75,2282.95
5986-WWXDV,One year,No,Bank transfer (automatic),19.35,779.2
5989-AXPUC,Two year,No,Mailed check,118.6,7990.05
5989-OMNJE,One year,No,Electronic check,57.6,1367.75
5989-PGKJB,Month-to-month,Yes,Electronic check,86.25,1340.1
5993-BQHEA,One year,No,Credit card (automatic),20.05,267
5993-JSUWV,Two year,Yes,Bank transfer (automatic),61.15,4017.45
5995-LFTLE,Two year,Yes,Credit card (automatic),25.3,1474.35
5995-OIGLP,Month-to-month,No,Mailed check,56.65,654.85
5995-SNNEW,Month-to-month,Yes,Electronic check,104.45,2184.85
5995-WWKKG,One year,Yes,Electronic check,19.8,695.05
5996-DAOQL,Month-to-month,Yes,Mailed check,20.45,20.45
5996-EBTKM,Two year,Yes,Bank transfer (automatic),69.9,4615.9
5996-NRVXR,One year,Yes,Credit card (automatic),98.15,4116.8
5997-OPVFA,Two year,Yes,Bank transfer (automatic),89.05,6254.45
5998-DZLYR,Two year,Yes,Bank transfer (automatic),94.35,5703
5998-VVEJY,Month-to-month,Yes,Electronic check,80.5,2088.8
5999-LCXAO,Month-to-month,No,Mailed check,29.9,29.9
6000-APYLU,Month-to-month,Yes,Electronic check,80.8,713.1
6000-UKLWI,Two year,No,Mailed check,20.15,802.35
6005-OBZPH,Month-to-month,Yes,Electronic check,89.15,2277.65
6007-TCTST,Two year,Yes,Bank transfer (automatic),115.8,8476.5
6008-NAIXK,One year,Yes,Electronic check,55.45,2966.95
6010-DDPPW,Two year,No,Bank transfer (automatic),25.15,1940.85
6013-BHCAW,Two year,Yes,Bank transfer (automatic),81.0,4976.15
6015-VVHHE,Month-to-month,Yes,Credit card (automatic),83.15,446.05
6016-EJGNT,One year,Yes,Credit card (automatic),103.25,5037.55
6016-LVTJQ,Month-to-month,No,Mailed check,20.65,716.4
6016-NXBNJ,One year,Yes,Mailed check,19.15,638
6016-QSKVI,Month-to-month,Yes,Mailed check,94.9,360.55
6017-PPLPX,Month-to-month,Yes,Electronic check,70.45,1470.95
6022-KOUQO,Month-to-month,No,Bank transfer (automatic),29.05,44.75
6022-MXOMF,Month-to-month,Yes,Electronic check,74.2,74.2
6022-UGGSO,Month-to-month,Yes,Electronic check,74.4,2276.95
6023-GSSXW,Two year,Yes,Credit card (automatic),61.45,4131.2
6023-YEBUP,Month-to-month,Yes,Electronic check,100.95,329.95
6024-RUGGH,Two year,Yes,Bank transfer (automatic),25.2,1798.9
6029-CSMJE,Month-to-month,Yes,Mailed check,25.65,440.2
6029-WTIPC,Month-to-month,Yes,Electronic check,101.1,3744.05
6030-REHUX,Month-to-month,Yes,Electronic check,110.85,3204.4
6032-IGALN,Month-to-month,Yes,Mailed check,25.1,25.1
6032-KRXXO,Month-to-month,Yes,Electronic check,90.25,2755.35
6034-YMTOB,Month-to-month,Yes,Mailed check,75.65,399.45
6034-ZRYCV,Two year,Yes,Electronic check,54.2,3937.45
6035-BXTTY,Month-to-month,No,Bank transfer (automatic),54.65,1830.1
6035-RIIOM,Two year,Yes,Bank transfer (automatic),97.2,5129.45
6036-TTFYU,Month-to-month,No,Mailed check,19.6,314.45
6037-WPJRP,Month-to-month,Yes,Mailed check,75.0,999.45
6038-GCYEC,Month-to-month,Yes,Credit card (automatic),54.15,1240.25
6039-RVSJV,Month-to-month,No,Mailed check,19.85,19.85
6040-CGACY,Month-to-month,No,Mailed check,19.6,299.4
6047-SUHPR,One year,No,Electronic check,59.8,2343.85
6047-YHPVI,Month-to-month,Yes,Electronic check,69.7,316.9
6048-NJXHX,Two year,Yes,Electronic check,19.75,899.45
6048-QBXKL,Month-to-month,Yes,Credit card (automatic),56.55,118.25
6048-UWKAL,Two year,No,Credit card (automatic),105.4,6998.95
6050-FFXES,Two year,No,Bank transfer (automatic),105.35,7240.65
6050-IJRHS,One year,Yes,Electronic check,106.5,7397
6051-PTVNS,One year,No,Credit card (automatic),19.15,998.1
6060-DRTNL,Month-to-month,Yes,Mailed check,84.85,415.55
6060-QBMGV,Two year,No,Credit card (automatic),19.85,1433.8
6061-GWWAV,One year,No,Mailed check,70.2,2894.55
6061-PQHMK,One year,No,Credit card (automatic),19.9,527.5
6064-PUPMC,One year,No,Credit card (automatic),57.2,1423.35
6064-ZATLR,Two year,No,Bank transfer (automatic),52.85,1498.65
6067-NGCEU,Month-to-month,Yes,Credit card (automatic),111.05,7107
6072-NUQCB,One year,No,Bank transfer (automatic),20.25,488.25
6072-YUBLX,One year,Yes,Mailed check,98.3,6066.55
6075-QMNRR,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55
6075-SLNIL,Month-to-month,Yes,Credit card (automatic),95.1,3691.2
6077-BDPXA,Month-to-month,Yes,Electronic check,70.15,194.2
6078-VESFR,Month-to-month,No,Bank transfer (automatic),70.45,849.1
6080-LNESI,Two year,No,Mailed check,24.75,1234.6
6080-TCMYC,Month-to-month,Yes,Electronic check,81.2,3292.3
6082-GLJIX,Month-to-month,No,Mailed check,19.25,331.35
6082-OQFBA,One year,No,Mailed check,19.65,436.9
6086-ESGRL,Month-to-month,No,Credit card (automatic),80.15,80.15
6087-MVHJH,Month-to-month,Yes,Electronic check,88.45,1422.1
6087-YPWHO,Two year,No,Mailed check,68.15,4808.7
6088-BXMRG,Month-to-month,Yes,Electronic check,98.85,3089.6
6092-QZVPP,Month-to-month,Yes,Credit card (automatic),79.2,2854.95
6094-ZIVKX,One year,Yes,Credit card (automatic),54.45,3674.95
6096-EGVTU,One year,No,Mailed check,24.9,1595.5
6097-EQISJ,One year,Yes,Credit card (automatic),102.45,6615.15
6100-FJZDG,One year,Yes,Bank transfer (automatic),20.05,505.9
